target,features,fpr,tpr,auc
v4 (exclui 30d),perfil,0.7366,0.8741,0.6554
v4 (exclui 30d),perfil,0.7402,0.8769,0.6554
v4 (exclui 30d),perfil,0.7442,0.8793,0.6554
v4 (exclui 30d),perfil,0.7489,0.8812,0.6554
v4 (exclui 30d),perfil,0.7555,0.8853,0.6554
v4 (exclui 30d),perfil,0.7625,0.8891,0.6554
v4 (exclui 30d),perfil,0.7666,0.892,0.6554
v4 (exclui 30d),perfil,0.7705,0.8946,0.6554
v4 (exclui 30d),perfil,0.7744,0.8971,0.6554
v4 (exclui 30d),perfil,0.7792,0.9003,0.6554
v4 (exclui 30d),perfil,0.7837,0.9028,0.6554
v4 (exclui 30d),perfil,0.7878,0.9051,0.6554
v4 (exclui 30d),perfil,0.7918,0.9075,0.6554
v4 (exclui 30d),perfil,0.7952,0.9101,0.6554
v4 (exclui 30d),perfil,0.7992,0.9128,0.6554
v4 (exclui 30d),perfil,0.8029,0.9155,0.6554
v4 (exclui 30d),perfil,0.8075,0.9174,0.6554
v4 (exclui 30d),perfil,0.8113,0.9197,0.6554
v4 (exclui 30d),perfil,0.8157,0.9217,0.6554
v4 (exclui 30d),perfil,0.8196,0.9241,0.6554
v4 (exclui 30d),perfil,0.823,0.9267,0.6554
v4 (exclui 30d),perfil,0.8275,0.929,0.6554
v4 (exclui 30d),perfil,0.8317,0.9315,0.6554
v4 (exclui 30d),perfil,0.8355,0.9335,0.6554
v4 (exclui 30d),perfil,0.8396,0.9357,0.6554
v4 (exclui 30d),perfil,0.844,0.9383,0.6554
v4 (exclui 30d),perfil,0.8484,0.9405,0.6554
v4 (exclui 30d),perfil,0.8531,0.9421,0.6554
v4 (exclui 30d),perfil,0.8571,0.9446,0.6554
v4 (exclui 30d),perfil,0.8617,0.9465,0.6554
v4 (exclui 30d),perfil,0.8665,0.9485,0.6554
v4 (exclui 30d),perfil,0.8718,0.951,0.6554
v4 (exclui 30d),perfil,0.8772,0.953,0.6554
v4 (exclui 30d),perfil,0.8815,0.9554,0.6554
v4 (exclui 30d),perfil,0.8863,0.9576,0.6554
v4 (exclui 30d),perfil,0.8917,0.9599,0.6554
v4 (exclui 30d),perfil,0.896,0.962,0.6554
v4 (exclui 30d),perfil,0.9014,0.964,0.6554
v4 (exclui 30d),perfil,0.9066,0.9659,0.6554
v4 (exclui 30d),perfil,0.9114,0.9679,0.6554
v4 (exclui 30d),perfil,0.9158,0.9704,0.6554
v4 (exclui 30d),perfil,0.9211,0.9722,0.6554
v4 (exclui 30d),perfil,0.9258,0.9744,0.6554
v4 (exclui 30d),perfil,0.9311,0.9765,0.6554
v4 (exclui 30d),perfil,0.9359,0.9785,0.6554
v4 (exclui 30d),perfil,0.9407,0.9808,0.6554
v4 (exclui 30d),perfil,0.9459,0.9828,0.6554
v4 (exclui 30d),perfil,0.9515,0.9852,0.6554
v4 (exclui 30d),perfil,0.9572,0.9874,0.6554
v4 (exclui 30d),perfil,0.9626,0.9898,0.6554
v4 (exclui 30d),perfil,0.9682,0.9921,0.6554
v4 (exclui 30d),perfil,0.9761,0.9941,0.6554
v4 (exclui 30d),perfil,0.9827,0.9964,0.6554
v4 (exclui 30d),perfil,0.9909,0.9989,0.6554
v4 (exclui 30d),perfil_pgto,0.0,0.0,0.6997
v4 (exclui 30d),perfil_pgto,0.0008,0.0175,0.6997
v4 (exclui 30d),perfil_pgto,0.002,0.0287,0.6997
v4 (exclui 30d),perfil_pgto,0.0029,0.0375,0.6997
v4 (exclui 30d),perfil_pgto,0.0042,0.0477,0.6997
v4 (exclui 30d),perfil_pgto,0.0054,0.0573,0.6997
v4 (exclui 30d),perfil_pgto,0.0067,0.0638,0.6997
v4 (exclui 30d),perfil_pgto,0.01,0.0762,0.6997
v4 (exclui 30d),perfil_pgto,0.0258,0.1265,0.6997
v4 (exclui 30d),perfil_pgto,0.0292,0.1364,0.6997
v4 (exclui 30d),perfil_pgto,0.0337,0.1492,0.6997
v4 (exclui 30d),perfil_pgto,0.0497,0.191,0.6997
v4 (exclui 30d),perfil_pgto,0.0523,0.197,0.6997
v4 (exclui 30d),perfil_pgto,0.0552,0.2047,0.6997
v4 (exclui 30d),perfil_pgto,0.0579,0.2109,0.6997
v4 (exclui 30d),perfil_pgto,0.0606,0.2175,0.6997
v4 (exclui 30d),perfil_pgto,0.0638,0.2253,0.6997
v4 (exclui 30d),perfil_pgto,0.0676,0.2347,0.6997
v4 (exclui 30d),perfil_pgto,0.0773,0.2561,0.6997
v4 (exclui 30d),perfil_pgto,0.0803,0.2624,0.6997
v4 (exclui 30d),perfil_pgto,0.0852,0.2728,0.6997
v4 (exclui 30d),perfil_pgto,0.0892,0.2811,0.6997
v4 (exclui 30d),perfil_pgto,0.0939,0.289,0.6997
v4 (exclui 30d),perfil_pgto,0.0995,0.3,0.6997
v4 (exclui 30d),perfil_pgto,0.1023,0.3047,0.6997
v4 (exclui 30d),perfil_pgto,0.1067,0.3123,0.6997
v4 (exclui 30d),perfil_pgto,0.1092,0.3169,0.6997
v4 (exclui 30d),perfil_pgto,0.1132,0.3244,0.6997
v4 (exclui 30d),perfil_pgto,0.1172,0.3329,0.6997
v4 (exclui 30d),perfil_pgto,0.1223,0.341,0.6997
v4 (exclui 30d),perfil_pgto,0.1261,0.3469,0.6997
v4 (exclui 30d),perfil_pgto,0.134,0.3592,0.6997
v4 (exclui 30d),perfil_pgto,0.1377,0.3652,0.6997
v4 (exclui 30d),perfil_pgto,0.1416,0.3718,0.6997
v4 (exclui 30d),perfil_pgto,0.1442,0.3765,0.6997
v4 (exclui 30d),perfil_pgto,0.1495,0.3842,0.6997
v4 (exclui 30d),perfil_pgto,0.1531,0.3885,0.6997
v4 (exclui 30d),perfil_pgto,0.158,0.3965,0.6997
v4 (exclui 30d),perfil_pgto,0.1606,0.4005,0.6997
v4 (exclui 30d),perfil_pgto,0.1635,0.4045,0.6997
v4 (exclui 30d),perfil_pgto,0.1663,0.4083,0.6997
v4 (exclui 30d),perfil_pgto,0.1693,0.4126,0.6997
v4 (exclui 30d),perfil_pgto,0.1744,0.42,0.6997
v4 (exclui 30d),perfil_pgto,0.1849,0.4337,0.6997
v4 (exclui 30d),perfil_pgto,0.1885,0.4387,0.6997
v4 (exclui 30d),perfil_pgto,0.1934,0.4457,0.6997
v4 (exclui 30d),perfil_pgto,0.1966,0.4501,0.6997
v4 (exclui 30d),perfil_pgto,0.2001,0.4553,0.6997
v4 (exclui 30d),perfil_pgto,0.2103,0.4686,0.6997
v4 (exclui 30d),perfil_pgto,0.2136,0.4727,0.6997
v4 (exclui 30d),perfil_pgto,0.2248,0.4862,0.6997
v4 (exclui 30d),perfil_pgto,0.2276,0.4901,0.6997
v4 (exclui 30d),perfil_pgto,0.2312,0.4945,0.6997
v4 (exclui 30d),perfil_pgto,0.2388,0.5033,0.6997
v4 (exclui 30d),perfil_pgto,0.2417,0.5064,0.6997
v4 (exclui 30d),perfil_pgto,0.2451,0.5111,0.6997
v4 (exclui 30d),perfil_pgto,0.2525,0.52,0.6997
v4 (exclui 30d),perfil_pgto,0.2564,0.5247,0.6997
v4 (exclui 30d),perfil_pgto,0.2601,0.5288,0.6997
v4 (exclui 30d),perfil_pgto,0.2633,0.5326,0.6997
v4 (exclui 30d),perfil_pgto,0.2786,0.5504,0.6997
v4 (exclui 30d),perfil_pgto,0.2856,0.5591,0.6997
v4 (exclui 30d),perfil_pgto,0.2918,0.5661,0.6997
v4 (exclui 30d),perfil_pgto,0.2951,0.5689,0.6997
v4 (exclui 30d),perfil_pgto,0.2977,0.5721,0.6997
v4 (exclui 30d),perfil_pgto,0.3031,0.5777,0.6997
v4 (exclui 30d),perfil_pgto,0.3062,0.5808,0.6997
v4 (exclui 30d),perfil_pgto,0.3097,0.5845,0.6997
v4 (exclui 30d),perfil_pgto,0.3123,0.5876,0.6997
v4 (exclui 30d),perfil_pgto,0.316,0.5913,0.6997
v4 (exclui 30d),perfil_pgto,0.3243,0.6,0.6997
v4 (exclui 30d),perfil_pgto,0.3389,0.6136,0.6997
v4 (exclui 30d),perfil_pgto,0.3443,0.6193,0.6997
v4 (exclui 30d),perfil_pgto,0.3475,0.6221,0.6997
v4 (exclui 30d),perfil_pgto,0.3506,0.6254,0.6997
v4 (exclui 30d),perfil_pgto,0.3542,0.6285,0.6997
v4 (exclui 30d),perfil_pgto,0.3575,0.6322,0.6997
v4 (exclui 30d),perfil_pgto,0.3735,0.6478,0.6997
v4 (exclui 30d),perfil_pgto,0.385,0.6577,0.6997
v4 (exclui 30d),perfil_pgto,0.3883,0.6614,0.6997
v4 (exclui 30d),perfil_pgto,0.3911,0.6647,0.6997
v4 (exclui 30d),perfil_pgto,0.3946,0.6679,0.6997
v4 (exclui 30d),perfil_pgto,0.4071,0.6796,0.6997
v4 (exclui 30d),perfil_pgto,0.4108,0.6834,0.6997
v4 (exclui 30d),perfil_pgto,0.4142,0.687,0.6997
v4 (exclui 30d),perfil_pgto,0.4177,0.6899,0.6997
v4 (exclui 30d),perfil_pgto,0.4212,0.6931,0.6997
v4 (exclui 30d),perfil_pgto,0.4246,0.6965,0.6997
v4 (exclui 30d),perfil_pgto,0.4286,0.6998,0.6997
v4 (exclui 30d),perfil_pgto,0.4338,0.7043,0.6997
v4 (exclui 30d),perfil_pgto,0.4379,0.7082,0.6997
v4 (exclui 30d),perfil_pgto,0.4408,0.7111,0.6997
v4 (exclui 30d),perfil_pgto,0.4444,0.7144,0.6997
v4 (exclui 30d),perfil_pgto,0.448,0.7168,0.6997
v4 (exclui 30d),perfil_pgto,0.4517,0.7201,0.6997
v4 (exclui 30d),perfil_pgto,0.4553,0.723,0.6997
v4 (exclui 30d),perfil_pgto,0.4587,0.726,0.6997
v4 (exclui 30d),perfil_pgto,0.4627,0.729,0.6997
v4 (exclui 30d),perfil_pgto,0.4659,0.732,0.6997
v4 (exclui 30d),perfil_pgto,0.4741,0.7394,0.6997
v4 (exclui 30d),perfil_pgto,0.4794,0.744,0.6997
v4 (exclui 30d),perfil_pgto,0.4827,0.7468,0.6997
v4 (exclui 30d),perfil_pgto,0.4889,0.7523,0.6997
v4 (exclui 30d),perfil_pgto,0.4927,0.7557,0.6997
v4 (exclui 30d),perfil_pgto,0.4959,0.7586,0.6997
v4 (exclui 30d),perfil_pgto,0.4993,0.7611,0.6997
v4 (exclui 30d),perfil_pgto,0.5028,0.7642,0.6997
v4 (exclui 30d),perfil_pgto,0.506,0.7668,0.6997
v4 (exclui 30d),perfil_pgto,0.5098,0.7695,0.6997
v4 (exclui 30d),perfil_pgto,0.5138,0.7725,0.6997
v4 (exclui 30d),perfil_pgto,0.5192,0.776,0.6997
v4 (exclui 30d),perfil_pgto,0.5234,0.779,0.6997
v4 (exclui 30d),perfil_pgto,0.5273,0.7827,0.6997
v4 (exclui 30d),perfil_pgto,0.5307,0.7855,0.6997
v4 (exclui 30d),perfil_pgto,0.5345,0.7886,0.6997
v4 (exclui 30d),perfil_pgto,0.546,0.7981,0.6997
v4 (exclui 30d),perfil_pgto,0.5496,0.8009,0.6997
v4 (exclui 30d),perfil_pgto,0.5531,0.8038,0.6997
v4 (exclui 30d),perfil_pgto,0.5563,0.8064,0.6997
v4 (exclui 30d),perfil_pgto,0.5596,0.8091,0.6997
v4 (exclui 30d),perfil_pgto,0.5633,0.8117,0.6997
v4 (exclui 30d),perfil_pgto,0.5673,0.814,0.6997
v4 (exclui 30d),perfil_pgto,0.5733,0.8186,0.6997
v4 (exclui 30d),perfil_pgto,0.5789,0.8227,0.6997
v4 (exclui 30d),perfil_pgto,0.5823,0.8254,0.6997
v4 (exclui 30d),perfil_pgto,0.5864,0.828,0.6997
v4 (exclui 30d),perfil_pgto,0.5896,0.8306,0.6997
v4 (exclui 30d),perfil_pgto,0.5933,0.8336,0.6997
v4 (exclui 30d),perfil_pgto,0.6004,0.8382,0.6997
v4 (exclui 30d),perfil_pgto,0.6045,0.8406,0.6997
v4 (exclui 30d),perfil_pgto,0.6093,0.8441,0.6997
v4 (exclui 30d),perfil_pgto,0.613,0.8464,0.6997
v4 (exclui 30d),perfil_pgto,0.6175,0.8495,0.6997
v4 (exclui 30d),perfil_pgto,0.6225,0.8523,0.6997
v4 (exclui 30d),perfil_pgto,0.6263,0.8546,0.6997
v4 (exclui 30d),perfil_pgto,0.6302,0.857,0.6997
v4 (exclui 30d),perfil_pgto,0.634,0.8598,0.6997
v4 (exclui 30d),perfil_pgto,0.6396,0.8637,0.6997
v4 (exclui 30d),perfil_pgto,0.6445,0.8663,0.6997
v4 (exclui 30d),perfil_pgto,0.6478,0.8687,0.6997
v4 (exclui 30d),perfil_pgto,0.6513,0.8711,0.6997
v4 (exclui 30d),perfil_pgto,0.6546,0.8737,0.6997
v4 (exclui 30d),perfil_pgto,0.6585,0.8761,0.6997
v4 (exclui 30d),perfil_pgto,0.6653,0.8803,0.6997
v4 (exclui 30d),perfil_pgto,0.6689,0.8826,0.6997
v4 (exclui 30d),perfil_pgto,0.673,0.8848,0.6997
v4 (exclui 30d),perfil_pgto,0.6767,0.8873,0.6997
v4 (exclui 30d),perfil_pgto,0.6813,0.8899,0.6997
v4 (exclui 30d),perfil_pgto,0.6853,0.8925,0.6997
v4 (exclui 30d),perfil_pgto,0.6889,0.895,0.6997
v4 (exclui 30d),perfil_pgto,0.6922,0.8972,0.6997
v4 (exclui 30d),perfil_pgto,0.696,0.8995,0.6997
v4 (exclui 30d),perfil_pgto,0.6998,0.9019,0.6997
v4 (exclui 30d),perfil_pgto,0.705,0.9051,0.6997
v4 (exclui 30d),perfil_pgto,0.7088,0.9074,0.6997
v4 (exclui 30d),perfil_pgto,0.713,0.9099,0.6997
v4 (exclui 30d),perfil_pgto,0.7174,0.9122,0.6997
v4 (exclui 30d),perfil_pgto,0.7213,0.9142,0.6997
v4 (exclui 30d),perfil_pgto,0.7259,0.9161,0.6997
v4 (exclui 30d),perfil_pgto,0.7295,0.9181,0.6997
v4 (exclui 30d),perfil_pgto,0.7336,0.9205,0.6997
v4 (exclui 30d),perfil_pgto,0.7378,0.9227,0.6997
v4 (exclui 30d),perfil_pgto,0.7431,0.9255,0.6997
v4 (exclui 30d),perfil_pgto,0.7468,0.9275,0.6997
v4 (exclui 30d),perfil_pgto,0.7507,0.9295,0.6997
v4 (exclui 30d),perfil_pgto,0.7553,0.9316,0.6997
v4 (exclui 30d),perfil_pgto,0.76,0.9336,0.6997
v4 (exclui 30d),perfil_pgto,0.7639,0.9357,0.6997
v4 (exclui 30d),perfil_pgto,0.7689,0.9379,0.6997
v4 (exclui 30d),perfil_pgto,0.7728,0.94,0.6997
v4 (exclui 30d),perfil_pgto,0.7766,0.9423,0.6997
v4 (exclui 30d),perfil_pgto,0.7807,0.9452,0.6997
v4 (exclui 30d),perfil_pgto,0.7846,0.947,0.6997
v4 (exclui 30d),perfil_pgto,0.7889,0.9493,0.6997
v4 (exclui 30d),perfil_pgto,0.7928,0.9516,0.6997
v4 (exclui 30d),perfil_pgto,0.7974,0.9538,0.6997
v4 (exclui 30d),perfil_pgto,0.8026,0.9558,0.6997
v4 (exclui 30d),perfil_pgto,0.8069,0.958,0.6997
v4 (exclui 30d),perfil_pgto,0.8114,0.9601,0.6997
v4 (exclui 30d),perfil_pgto,0.8165,0.9624,0.6997
v4 (exclui 30d),perfil_pgto,0.8217,0.9649,0.6997
v4 (exclui 30d),perfil_pgto,0.8263,0.967,0.6997
v4 (exclui 30d),perfil_pgto,0.831,0.969,0.6997
v4 (exclui 30d),perfil_pgto,0.8369,0.9716,0.6997
v4 (exclui 30d),perfil_pgto,0.8421,0.9737,0.6997
v4 (exclui 30d),perfil_pgto,0.8485,0.9759,0.6997
v4 (exclui 30d),perfil_pgto,0.855,0.9781,0.6997
v4 (exclui 30d),perfil_pgto,0.8617,0.98,0.6997
v4 (exclui 30d),perfil_pgto,0.8682,0.982,0.6997
v4 (exclui 30d),perfil_pgto,0.8749,0.9839,0.6997
v4 (exclui 30d),perfil_pgto,0.88,0.9853,0.6997
v4 (exclui 30d),perfil_pgto,0.8851,0.9868,0.6997
v4 (exclui 30d),perfil_pgto,0.8915,0.9885,0.6997
v4 (exclui 30d),perfil_pgto,0.8979,0.9897,0.6997
v4 (exclui 30d),perfil_pgto,0.9054,0.9916,0.6997
v4 (exclui 30d),perfil_pgto,0.9178,0.9939,0.6997
v4 (exclui 30d),perfil_pgto,0.9275,0.9955,0.6997
v4 (exclui 30d),perfil_pgto,0.9395,0.9968,0.6997
v4 (exclui 30d),perfil_pgto,0.9544,0.9983,0.6997
v4 (exclui 30d),perfil_pgto,0.9662,0.9991,0.6997
v4 (exclui 30d),perfil_pgto,0.9833,0.9998,0.6997
v5 (so pago 30d),perfil,0.0,0.0,0.6163
v5 (so pago 30d),perfil,0.0021,0.0099,0.6163
v5 (so pago 30d),perfil,0.0064,0.0226,0.6163
v5 (so pago 30d),perfil,0.0097,0.0295,0.6163
v5 (so pago 30d),perfil,0.0122,0.0354,0.6163
v5 (so pago 30d),perfil,0.0157,0.0441,0.6163
v5 (so pago 30d),perfil,0.0187,0.0507,0.6163
v5 (so pago 30d),perfil,0.0286,0.0687,0.6163
v5 (so pago 30d),perfil,0.0324,0.0758,0.6163
v5 (so pago 30d),perfil,0.0422,0.0926,0.6163
v5 (so pago 30d),perfil,0.0451,0.0986,0.6163
v5 (so pago 30d),perfil,0.0506,0.1084,0.6163
v5 (so pago 30d),perfil,0.053,0.1131,0.6163
v5 (so pago 30d),perfil,0.0556,0.1178,0.6163
v5 (so pago 30d),perfil,0.0582,0.122,0.6163
v5 (so pago 30d),perfil,0.061,0.1268,0.6163
v5 (so pago 30d),perfil,0.0637,0.1313,0.6163
v5 (so pago 30d),perfil,0.0665,0.1362,0.6163
v5 (so pago 30d),perfil,0.0691,0.1406,0.6163
v5 (so pago 30d),perfil,0.0722,0.146,0.6163
v5 (so pago 30d),perfil,0.0759,0.1528,0.6163
v5 (so pago 30d),perfil,0.0818,0.1617,0.6163
v5 (so pago 30d),perfil,0.0848,0.1666,0.6163
v5 (so pago 30d),perfil,0.0912,0.1761,0.6163
v5 (so pago 30d),perfil,0.1015,0.192,0.6163
v5 (so pago 30d),perfil,0.1058,0.1975,0.6163
v5 (so pago 30d),perfil,0.1084,0.2013,0.6163
v5 (so pago 30d),perfil,0.1118,0.2064,0.6163
v5 (so pago 30d),perfil,0.1233,0.2223,0.6163
v5 (so pago 30d),perfil,0.1314,0.2337,0.6163
v5 (so pago 30d),perfil,0.1467,0.2549,0.6163
v5 (so pago 30d),perfil,0.1626,0.2769,0.6163
v5 (so pago 30d),perfil,0.1723,0.2888,0.6163
v5 (so pago 30d),perfil,0.1759,0.2941,0.6163
v5 (so pago 30d),perfil,0.1791,0.299,0.6163
v5 (so pago 30d),perfil,0.1824,0.3043,0.6163
v5 (so pago 30d),perfil,0.1871,0.3106,0.6163
v5 (so pago 30d),perfil,0.1965,0.3238,0.6163
v5 (so pago 30d),perfil,0.2001,0.329,0.6163
v5 (so pago 30d),perfil,0.2036,0.3341,0.6163
v5 (so pago 30d),perfil,0.2071,0.3397,0.6163
v5 (so pago 30d),perfil,0.2102,0.3443,0.6163
v5 (so pago 30d),perfil,0.2157,0.3509,0.6163
v5 (so pago 30d),perfil,0.2216,0.3576,0.6163
v5 (so pago 30d),perfil,0.2256,0.3618,0.6163
v5 (so pago 30d),perfil,0.2287,0.3665,0.6163
v5 (so pago 30d),perfil,0.2321,0.371,0.6163
v5 (so pago 30d),perfil,0.2352,0.3751,0.6163
v5 (so pago 30d),perfil,0.24,0.3812,0.6163
v5 (so pago 30d),perfil,0.2432,0.3853,0.6163
v5 (so pago 30d),perfil,0.2538,0.3986,0.6163
v5 (so pago 30d),perfil,0.2569,0.4022,0.6163
v5 (so pago 30d),perfil,0.2602,0.4062,0.6163
v5 (so pago 30d),perfil,0.2634,0.41,0.6163
v5 (so pago 30d),perfil,0.2665,0.4135,0.6163
v5 (so pago 30d),perfil,0.2697,0.4172,0.6163
v5 (so pago 30d),perfil,0.2732,0.4209,0.6163
v5 (so pago 30d),perfil,0.283,0.4327,0.6163
v5 (so pago 30d),perfil,0.2863,0.4366,0.6163
v5 (so pago 30d),perfil,0.2915,0.4423,0.6163
v5 (so pago 30d),perfil,0.2949,0.4471,0.6163
v5 (so pago 30d),perfil,0.2982,0.4509,0.6163
v5 (so pago 30d),perfil,0.3014,0.4548,0.6163
v5 (so pago 30d),perfil,0.3049,0.4588,0.6163
v5 (so pago 30d),perfil,0.3085,0.4625,0.6163
v5 (so pago 30d),perfil,0.3119,0.466,0.6163
v5 (so pago 30d),perfil,0.3151,0.4697,0.6163
v5 (so pago 30d),perfil,0.3186,0.4736,0.6163
v5 (so pago 30d),perfil,0.322,0.4776,0.6163
v5 (so pago 30d),perfil,0.3255,0.4822,0.6163
v5 (so pago 30d),perfil,0.3335,0.4903,0.6163
v5 (so pago 30d),perfil,0.3374,0.4949,0.6163
v5 (so pago 30d),perfil,0.3411,0.4987,0.6163
v5 (so pago 30d),perfil,0.3447,0.5023,0.6163
v5 (so pago 30d),perfil,0.3481,0.5059,0.6163
v5 (so pago 30d),perfil,0.3512,0.5097,0.6163
v5 (so pago 30d),perfil,0.3544,0.5138,0.6163
v5 (so pago 30d),perfil,0.3581,0.5182,0.6163
v5 (so pago 30d),perfil,0.3619,0.5222,0.6163
v5 (so pago 30d),perfil,0.3671,0.5276,0.6163
v5 (so pago 30d),perfil,0.3756,0.5367,0.6163
v5 (so pago 30d),perfil,0.3822,0.544,0.6163
v5 (so pago 30d),perfil,0.3854,0.5475,0.6163
v5 (so pago 30d),perfil,0.3891,0.5512,0.6163
v5 (so pago 30d),perfil,0.392,0.555,0.6163
v5 (so pago 30d),perfil,0.3954,0.5589,0.6163
v5 (so pago 30d),perfil,0.399,0.5625,0.6163
v5 (so pago 30d),perfil,0.403,0.5666,0.6163
v5 (so pago 30d),perfil,0.4062,0.5701,0.6163
v5 (so pago 30d),perfil,0.4092,0.5734,0.6163
v5 (so pago 30d),perfil,0.4203,0.5853,0.6163
v5 (so pago 30d),perfil,0.4235,0.5883,0.6163
v5 (so pago 30d),perfil,0.4268,0.5914,0.6163
v5 (so pago 30d),perfil,0.4305,0.5956,0.6163
v5 (so pago 30d),perfil,0.4341,0.5992,0.6163
v5 (so pago 30d),perfil,0.4373,0.6023,0.6163
v5 (so pago 30d),perfil,0.4414,0.6068,0.6163
v5 (so pago 30d),perfil,0.4448,0.6103,0.6163
v5 (so pago 30d),perfil,0.4481,0.6137,0.6163
v5 (so pago 30d),perfil,0.4514,0.6167,0.6163
v5 (so pago 30d),perfil,0.4549,0.6196,0.6163
v5 (so pago 30d),perfil,0.4667,0.6311,0.6163
v5 (so pago 30d),perfil,0.47,0.6345,0.6163
v5 (so pago 30d),perfil,0.4733,0.6377,0.6163
v5 (so pago 30d),perfil,0.4796,0.6438,0.6163
v5 (so pago 30d),perfil,0.4911,0.6545,0.6163
v5 (so pago 30d),perfil,0.4952,0.6577,0.6163
v5 (so pago 30d),perfil,0.5071,0.6692,0.6163
v5 (so pago 30d),perfil,0.5106,0.6724,0.6163
v5 (so pago 30d),perfil,0.514,0.6754,0.6163
v5 (so pago 30d),perfil,0.5179,0.6785,0.6163
v5 (so pago 30d),perfil,0.5216,0.6818,0.6163
v5 (so pago 30d),perfil,0.525,0.6848,0.6163
v5 (so pago 30d),perfil,0.5424,0.7017,0.6163
v5 (so pago 30d),perfil,0.5457,0.7047,0.6163
v5 (so pago 30d),perfil,0.5489,0.7076,0.6163
v5 (so pago 30d),perfil,0.5708,0.7273,0.6163
v5 (so pago 30d),perfil,0.5742,0.7304,0.6163
v5 (so pago 30d),perfil,0.5782,0.734,0.6163
v5 (so pago 30d),perfil,0.5815,0.7369,0.6163
v5 (so pago 30d),perfil,0.5852,0.7399,0.6163
v5 (so pago 30d),perfil,0.5926,0.7453,0.6163
v5 (so pago 30d),perfil,0.5978,0.7497,0.6163
v5 (so pago 30d),perfil,0.6012,0.753,0.6163
v5 (so pago 30d),perfil,0.605,0.7562,0.6163
v5 (so pago 30d),perfil,0.6087,0.7589,0.6163
v5 (so pago 30d),perfil,0.612,0.7615,0.6163
v5 (so pago 30d),perfil,0.6303,0.7772,0.6163
v5 (so pago 30d),perfil,0.6335,0.7801,0.6163
v5 (so pago 30d),perfil,0.6371,0.7831,0.6163
v5 (so pago 30d),perfil,0.642,0.7868,0.6163
v5 (so pago 30d),perfil,0.6492,0.7926,0.6163
v5 (so pago 30d),perfil,0.653,0.7955,0.6163
v5 (so pago 30d),perfil,0.6583,0.7993,0.6163
v5 (so pago 30d),perfil,0.6616,0.8021,0.6163
v5 (so pago 30d),perfil,0.6655,0.8049,0.6163
v5 (so pago 30d),perfil,0.6689,0.8077,0.6163
v5 (so pago 30d),perfil,0.6728,0.8101,0.6163
v5 (so pago 30d),perfil,0.6765,0.8131,0.6163
v5 (so pago 30d),perfil,0.6812,0.8166,0.6163
v5 (so pago 30d),perfil,0.6856,0.8194,0.6163
v5 (so pago 30d),perfil,0.6891,0.8221,0.6163
v5 (so pago 30d),perfil,0.6928,0.825,0.6163
v5 (so pago 30d),perfil,0.6966,0.8279,0.6163
v5 (so pago 30d),perfil,0.7003,0.8312,0.6163
v5 (so pago 30d),perfil,0.7041,0.8345,0.6163
v5 (so pago 30d),perfil,0.7079,0.8374,0.6163
v5 (so pago 30d),perfil,0.7164,0.8439,0.6163
v5 (so pago 30d),perfil,0.7205,0.8468,0.6163
v5 (so pago 30d),perfil,0.725,0.8497,0.6163
v5 (so pago 30d),perfil,0.7299,0.8528,0.6163
v5 (so pago 30d),perfil,0.7391,0.8597,0.6163
v5 (so pago 30d),perfil,0.7434,0.8625,0.6163
v5 (so pago 30d),perfil,0.747,0.8652,0.6163
v5 (so pago 30d),perfil,0.7508,0.8679,0.6163
v5 (so pago 30d),perfil,0.7662,0.8787,0.6163
v5 (so pago 30d),perfil,0.7701,0.8813,0.6163
v5 (so pago 30d),perfil,0.7737,0.8839,0.6163
v5 (so pago 30d),perfil,0.7774,0.8868,0.6163
v5 (so pago 30d),perfil,0.7816,0.89,0.6163
v5 (so pago 30d),perfil,0.7857,0.8927,0.6163
v5 (so pago 30d),perfil,0.7895,0.8954,0.6163
v5 (so pago 30d),perfil,0.7933,0.8981,0.6163
v5 (so pago 30d),perfil,0.7975,0.9009,0.6163
v5 (so pago 30d),perfil,0.8015,0.9033,0.6163
v5 (so pago 30d),perfil,0.8055,0.9062,0.6163
v5 (so pago 30d),perfil,0.8096,0.9087,0.6163
v5 (so pago 30d),perfil,0.814,0.9113,0.6163
v5 (so pago 30d),perfil,0.8181,0.914,0.6163
v5 (so pago 30d),perfil,0.8336,0.9236,0.6163
v5 (so pago 30d),perfil,0.8379,0.926,0.6163
v5 (so pago 30d),perfil,0.845,0.9304,0.6163
v5 (so pago 30d),perfil,0.8502,0.9335,0.6163
v5 (so pago 30d),perfil,0.8545,0.9361,0.6163
v5 (so pago 30d),perfil,0.8587,0.9384,0.6163
v5 (so pago 30d),perfil,0.8629,0.9412,0.6163
v5 (so pago 30d),perfil,0.8673,0.9435,0.6163
v5 (so pago 30d),perfil,0.8715,0.9461,0.6163
v5 (so pago 30d),perfil,0.8756,0.9485,0.6163
v5 (so pago 30d),perfil,0.8801,0.951,0.6163
v5 (so pago 30d),perfil,0.8842,0.9533,0.6163
v5 (so pago 30d),perfil,0.8883,0.9555,0.6163
v5 (so pago 30d),perfil,0.8918,0.958,0.6163
v5 (so pago 30d),perfil,0.8966,0.96,0.6163
v5 (so pago 30d),perfil,0.9012,0.9621,0.6163
v5 (so pago 30d),perfil,0.91,0.9667,0.6163
v5 (so pago 30d),perfil,0.9145,0.9688,0.6163
